2025-11-11T00:12:45,http://phishingsite.com,malicious
2025-11-11T00:13:10,http://fakebank.net,phishing
2025-11-11T00:14:22,http://update-secure-login.com,unsafe
2025-11-11T00:28:39.924540,http://testphp.vulnweb.com/login.php,phishing
2025-11-11T00:29:54.760485,http://testphp.vulnweb.com/login.php,phishing
2025-11-11T01:01:26.223043,http://testphp.vulnweb.com/login.php,phishing
2025-11-11T01:17:51.988333,http://testphp.vulnweb.com/login.php,phishing
2025-11-11T09:24:10.880960,http://testphp.vulnweb.com/login.php,phishing
2025-11-11T09:45:04.371573,http://testphp.vulnweb.com/login.php,phishing
2025-11-11T09:55:09.894873,http://testphp.vulnweb.com/login.php,phishing
2025-11-11T09:55:28.959945,http://testphp.vulnweb.com/login.php,phishing2025-11-25T02:34:08.266170,http://testphp.vulnweb.com/login.php,phishing
2025-11-25T22:44:04.030669,http://testphp.vulnweb.com/login.php,phishing
2025-11-25T22:44:34.698610,http://testphp.vulnweb.com/login.php,phishing
2025-11-25T22:44:49.682901,http://testphp.vulnweb.com/login.php,phishing
2025-11-25T22:51:25.634748,https://finanzzasbhd2025rd.imi.lat/,phishing
2025-11-25T22:51:30.881554,https://finanzzasbhd2025rd.imi.lat/,phishing
2025-11-25T22:52:32.307791,https://finanzzasbhd2025rd.imi.lat/,phishing
2025-11-27T03:23:20.453855,https://finanzzasbhd2025rd.imi.lat/,phishing
2025-11-27T03:23:26.708737,https://finanzzasbhd2025rd.imi.lat/,phishing
2025-11-27T03:25:21.236802,https://finanzzasbhd2025rd.imi.lat/,phishing
2025-11-27T03:32:57.273826,http://testphp.vulnweb.com/login.php,phishing
2025-11-27T03:33:08.793183,https://finanzzasbhd2025rd.imi.lat/,phishing
2025-11-27T03:33:14.463626,http://testphp.vulnweb.com/login.php,phishing
2025-11-27T03:33:48.417214,http://testphp.vulnweb.com/login.php,phishing
2025-11-27T03:35:05.429668,https://finanzzasbhd2025rd.imi.lat/,phishing
2025-11-27T03:35:38.639811,http://testphp.vulnweb.com/login.php,phishing
2025-11-27T03:52:38.072848,http://testphp.vulnweb.com/login.php,phishing
2025-11-27T03:52:41.725144,https://finanzzasbhd2025rd.imi.lat/,phishing
2025-11-27T03:56:51.484491,http://testphp.vulnweb.com/login.php,phishing
2025-11-27T04:01:10.022347,http://testphp.vulnweb.com/login.php,phishing
2025-11-27T04:01:58.742380,https://finanzzasbhd2025rd.imi.lat/,phishing
2025-11-27T04:08:10.090347,http://testphp.vulnweb.com/login.php,phishing
2025-11-27T04:15:12.627685,http://testphp.vulnweb.com/login.php,phishing
2025-11-27T04:15:21.595910,https://finanzzasbhd2025rd.imi.lat/,phishing
2025-11-27T04:19:47.736719,http://testphp.vulnweb.com/login.php,phishing
2025-11-27T04:20:28.253243,http://testphp.vulnweb.com/login.php,phishing
2025-11-30T03:36:13.929925,http://testphp.vulnweb.com/login.php,phishing2025-12-11T05:03:39.398609,https://www.google.com/,malicious
2025-12-11T05:31:41.087826,https://www.instagram.com/rasheedclinic/p/DF_CmoYIEqD/,phishing
2025-12-11T05:31:43.569749,https://www.instagram.com/rasheedclinic/p/DF_CmoYIEqD/,phishing
2025-12-11T05:31:43.749139,https://www.instagram.com/rasheedclinic/p/DF_CmoYIEqD/,phishing
2025-12-11T05:31:47.437354,https://buraydah.blackboard.com/,phishing
2025-12-11T05:31:53.174433,https://welcome.noon.partners/en/login?next=https%3A%2F%2Fambassadors.noon.partners%2Fen%2Fperformance%3Fproject%3DPRJ74500,malicious
2025-12-11T05:32:14.509594,http://update-secure-login.co/,malicious
2025-12-11T05:32:19.490187,https://www.instagram.com/rasheedclinic/p/DF_CmoYIEqD/,phishing
2025-12-11T05:32:21.534144,https://www.instagram.com/rasheedclinic/p/DF_CmoYIEqD/,phishing
2025-12-11T05:32:21.611672,https://www.instagram.com/rasheedclinic/p/DF_CmoYIEqD/,phishing
2025-12-11T05:32:22.432515,https://www.instagram.com/rasheedclinic/p/DF_CmoYIEqD/,phishing
2025-12-11T05:34:17.054749,https://www.instagram.com/rasheedclinic/p/DF_CmoYIEqD/,phishing
2025-12-11T05:34:17.496131,https://www.instagram.com/rasheedclinic/p/DF_CmoYIEqD/,phishing
